"","strain","cond","time","mean_mumax","sd_mumax","rsq_mean","mean_lag","sd_lag","well","rsq_x","row","column","media","edge","rep","y0","y0_lm","mumax","lag"
"32","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"A5",0.989945265068978,"A",5,"succ",1,"a",0.013,0.00614790319061035,0.234904609994961,3.18783985725187
"33","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"B2",0.994601887417609,"B",2,"succ",0,"b",0.016,0.00550288130790051,0.239356924737388,4.45910179612644
"34","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"B5",0.990576970163939,"B",5,"succ",0,"b",0.022,0.0054720739277756,0.24860738750944,5.59671527413314
"35","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"C2",0.996028904225608,"C",2,"succ",0,"c",0.016,0.00524161806900966,0.242090411736276,4.60967649141409
"36","kb","L",0,0.24307137121038,0.00527168062620539,0.993036729882102,4.48824386556901,1.12390562732239,"C5",0.993216224140979,"C",5,"succ",0,"c",0.022,0.0052086269419164,0.246818054604681,5.83719929829467
"37","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"A2",0.991810677522743,"A",2,"succ",1,"a",0.011,0.000943423700051252,0.243085075703954,10.1040142105775
"38","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"A5",0.993276026005735,"A",5,"succ",1,"a",0.012,0.00144123678788459,0.217482004413325,9.74519721789726
"39","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"B2",0.995925271513064,"B",2,"succ",0,"b",0.011,0.00127454500922487,0.218586898588676,9.86017930306836
"40","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"B5",0.986114200121625,"B",5,"succ",0,"b",0.013,0.00111553537949407,0.224798845032331,10.9236099787588
"41","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"C2",0.996727932047043,"C",2,"succ",0,"c",0.013,0.00104023228364267,0.22983838339088,10.9881790949408
"42","kb","L",5,0.231707516031696,0.0152811715316502,0.992021418726941,10.6368921268265,0.930786560429919,"C5",0.988274405151433,"C",5,"succ",0,"c",0.013,0.000569024126456834,0.256453889061008,12.2001729557164
"43","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"A2",0.992986984552839,"A",2,"succ",1,"a",0.012,0.000250357663733538,0.249960308536087,15.4815434540352
"44","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"A5",0.998048292656488,"A",5,"succ",1,"a",0.014,0.000227319525696328,0.244867966759853,16.8272560645461
"45","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"B2",0.997647263093008,"B",2,"succ",0,"b",0.013,0.000306628480376412,0.236179035670705,15.8653699838037
"46","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"B5",0.989046458608669,"B",5,"succ",0,"b",0.012,0.000350819608838147,0.233438168570229,15.1320145886316
"47","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"C2",0.99821317332747,"C",2,"succ",0,"c",0.013,0.000272958582922533,0.240921204710465,16.035884298011
"48","kb","L",10,0.239666246391163,0.00685635050912148,0.99549644214301,15.8368833843391,0.577790855946036,"C5",0.997036480619584,"C",5,"succ",0,"c",0.013,0.000338739868994055,0.232630794099636,15.6792319170066
"49","kb","L",15,0.248841787327545,0.00543985503924567,0.991446264854903,19.4102031111557,0.432151585540157,"A2",0.99291229154338,"A",2,"succ",1,"a",0.015,0.000104393858542967,0.251101353588805,19.7833845241542
