"","well","plate","row","column","media","edge","strain","starve","rep","time_hr","OD","OD_b"
"16381","B6",3,"B",6,"succ",0,"wt","4","b",26.4925,0.473,0.397
"16382","B6",3,"B",6,"succ",0,"wt","4","b",26.7425,0.473,0.397
"16383","B6",3,"B",6,"succ",0,"wt","4","b",26.9925,0.471,0.395
"16384","B6",3,"B",6,"succ",0,"wt","4","b",27.2425,0.471,0.395
"16385","B6",3,"B",6,"succ",0,"wt","4","b",27.4925,0.47,0.394
"16386","B6",3,"B",6,"succ",0,"wt","4","b",27.7425,0.47,0.394
"16387","B6",3,"B",6,"succ",0,"wt","4","b",27.9925,0.469,0.393
"16388","B6",3,"B",6,"succ",0,"wt","4","b",28.2425,0.468,0.392
"16389","B6",3,"B",6,"succ",0,"wt","4","b",28.4925,0.468,0.392
"16390","B6",3,"B",6,"succ",0,"wt","4","b",28.7425,0.467,0.391
"16391","B6",3,"B",6,"succ",0,"wt","4","b",28.9925,0.467,0.391
"16392","B6",3,"B",6,"succ",0,"wt","4","b",29.2425,0.466,0.39
"16393","B6",3,"B",6,"succ",0,"wt","4","b",29.4925,0.465,0.389
"16394","B6",3,"B",6,"succ",0,"wt","4","b",29.7425,0.465,0.389
"16395","B6",3,"B",6,"succ",0,"wt","4","b",29.9925,0.465,0.389
"16396","B6",3,"B",6,"succ",0,"wt","4","b",30.2425,0.464,0.388
"16397","B6",3,"B",6,"succ",0,"wt","4","b",30.4925,0.464,0.388
"16398","B6",3,"B",6,"succ",0,"wt","4","b",30.7425,0.463,0.387
"16399","B6",3,"B",6,"succ",0,"wt","4","b",30.9925,0.462,0.386
"16400","B6",3,"B",6,"succ",0,"wt","4","b",31.2425,0.461,0.385
"16401","B6",3,"B",6,"succ",0,"wt","4","b",31.4925,0.462,0.386
"16402","B6",3,"B",6,"succ",0,"wt","4","b",31.7425,0.461,0.385
"16403","B6",3,"B",6,"succ",0,"wt","4","b",31.9925,0.461,0.385
"16404","B6",3,"B",6,"succ",0,"wt","4","b",32.2425,0.459,0.383
"16405","B6",3,"B",6,"succ",0,"wt","4","b",32.4925,0.46,0.384
"16406","B6",3,"B",6,"succ",0,"wt","4","b",32.7425,0.459,0.383
"16407","B6",3,"B",6,"succ",0,"wt","4","b",32.9925,0.459,0.383
"16408","B6",3,"B",6,"succ",0,"wt","4","b",33.2425,0.458,0.382
"16409","B6",3,"B",6,"succ",0,"wt","4","b",33.4925,0.458,0.382
"16410","B6",3,"B",6,"succ",0,"wt","4","b",33.7425,0.457,0.381
"16411","B6",3,"B",6,"succ",0,"wt","4","b",33.9925,0.457,0.381
"16412","B6",3,"B",6,"succ",0,"wt","4","b",34.2425,0.457,0.381
"16413","B6",3,"B",6,"succ",0,"wt","4","b",34.4925,0.457,0.381
"16414","B6",3,"B",6,"succ",0,"wt","4","b",34.7425,0.456,0.38
"16415","B6",3,"B",6,"succ",0,"wt","4","b",34.9925,0.456,0.38
"16416","B6",3,"B",6,"succ",0,"wt","4","b",35.2425,0.455,0.379
"16417","B6",3,"B",6,"succ",0,"wt","4","b",35.4925,0.455,0.379
"16418","B6",3,"B",6,"succ",0,"wt","4","b",35.7425,0.455,0.379
"16419","B6",3,"B",6,"succ",0,"wt","4","b",35.9925,0.454,0.378
"16420","B6",3,"B",6,"succ",0,"wt","4","b",36.2425,0.454,0.378
"16421","B6",3,"B",6,"succ",0,"wt","4","b",36.4925,0.454,0.378
"16422","B6",3,"B",6,"succ",0,"wt","4","b",36.7425,0.453,0.377
"16423","B6",3,"B",6,"succ",0,"wt","4","b",36.9925,0.453,0.377
"16424","B6",3,"B",6,"succ",0,"wt","4","b",37.2425,0.453,0.377
"16425","B6",3,"B",6,"succ",0,"wt","4","b",37.4925,0.452,0.376
"16426","B6",3,"B",6,"succ",0,"wt","4","b",37.7425,0.452,0.376
"16427","B6",3,"B",6,"succ",0,"wt","4","b",37.9925,0.451,0.375
"16428","B6",3,"B",6,"succ",0,"wt","4","b",38.2425,0.451,0.375
"16429","B6",3,"B",6,"succ",0,"wt","4","b",38.4925,0.451,0.375
"16430","B6",3,"B",6,"succ",0,"wt","4","b",38.7425,0.45,0.374
"16431","B6",3,"B",6,"succ",0,"wt","4","b",38.9925,0.45,0.374
"16432","B6",3,"B",6,"succ",0,"wt","4","b",39.2425,0.45,0.374
"16433","B6",3,"B",6,"succ",0,"wt","4","b",39.4925,0.45,0.374
"16434","B6",3,"B",6,"succ",0,"wt","4","b",39.7425,0.449,0.373
"16435","B6",3,"B",6,"succ",0,"wt","4","b",39.9925,0.449,0.373
"16436","B6",3,"B",6,"succ",0,"wt","4","b",40.2425,0.449,0.373
"16437","B6",3,"B",6,"succ",0,"wt","4","b",40.4925,0.448,0.372
"16438","B6",3,"B",6,"succ",0,"wt","4","b",40.7425,0.449,0.373
"16439","B6",3,"B",6,"succ",0,"wt","4","b",40.9925,0.448,0.372
"16440","B6",3,"B",6,"succ",0,"wt","4","b",41.2425,0.447,0.371
"16441","B6",3,"B",6,"succ",0,"wt","4","b",41.4925,0.447,0.371
"16442","B6",3,"B",6,"succ",0,"wt","4","b",41.7425,0.447,0.371
"16443","B6",3,"B",6,"succ",0,"wt","4","b",41.9925,0.447,0.371
"16444","B6",3,"B",6,"succ",0,"wt","4","b",42.2425,0.447,0.371
"16445","B6",3,"B",6,"succ",0,"wt","4","b",42.4925,0.446,0.37
"16446","B6",3,"B",6,"succ",0,"wt","4","b",42.7425,0.446,0.37
"16447","B6",3,"B",6,"succ",0,"wt","4","b",42.9925,0.446,0.37
"16448","B6",3,"B",6,"succ",0,"wt","4","b",43.2425,0.445,0.369
"16449","B6",3,"B",6,"succ",0,"wt","4","b",43.4925,0.445,0.369
"16450","B6",3,"B",6,"succ",0,"wt","4","b",43.7425,0.445,0.369
"16451","B7",3,"B",7,"succ",0,"wt","6","b",0.2425,0.092,0.016
"16452","B7",3,"B",7,"succ",0,"wt","6","b",0.4925,0.096,0.02
"16453","B7",3,"B",7,"succ",0,"wt","6","b",0.7425,0.097,0.021
"16454","B7",3,"B",7,"succ",0,"wt","6","b",0.9925,0.098,0.022
"16455","B7",3,"B",7,"succ",0,"wt","6","b",1.2425,0.097,0.021
"16456","B7",3,"B",7,"succ",0,"wt","6","b",1.4925,0.097,0.021
"16457","B7",3,"B",7,"succ",0,"wt","6","b",1.7425,0.097,0.021
"16458","B7",3,"B",7,"succ",0,"wt","6","b",1.9925,0.098,0.022
"16459","B7",3,"B",7,"succ",0,"wt","6","b",2.2425,0.099,0.023
"16460","B7",3,"B",7,"succ",0,"wt","6","b",2.4925,0.099,0.023
"16461","B7",3,"B",7,"succ",0,"wt","6","b",2.7425,0.1,0.024
"16462","B7",3,"B",7,"succ",0,"wt","6","b",2.9925,0.101,0.025
"16463","B7",3,"B",7,"succ",0,"wt","6","b",3.2425,0.1,0.024
"16464","B7",3,"B",7,"succ",0,"wt","6","b",3.4925,0.1,0.024
"16465","B7",3,"B",7,"succ",0,"wt","6","b",3.7425,0.1,0.024
"16466","B7",3,"B",7,"succ",0,"wt","6","b",3.9925,0.101,0.025
"16467","B7",3,"B",7,"succ",0,"wt","6","b",4.2425,0.101,0.025
"16468","B7",3,"B",7,"succ",0,"wt","6","b",4.4925,0.101,0.025
"16469","B7",3,"B",7,"succ",0,"wt","6","b",4.7425,0.101,0.025
"16470","B7",3,"B",7,"succ",0,"wt","6","b",4.9925,0.102,0.026
"16471","B7",3,"B",7,"succ",0,"wt","6","b",5.2425,0.106,0.03
"16472","B7",3,"B",7,"succ",0,"wt","6","b",5.4925,0.106,0.03
"16473","B7",3,"B",7,"succ",0,"wt","6","b",5.7425,0.105,0.029
"16474","B7",3,"B",7,"succ",0,"wt","6","b",5.9925,0.105,0.029
"16475","B7",3,"B",7,"succ",0,"wt","6","b",6.2425,0.106,0.03
"16476","B7",3,"B",7,"succ",0,"wt","6","b",6.4925,0.107,0.031
"16477","B7",3,"B",7,"succ",0,"wt","6","b",6.7425,0.107,0.031
"16478","B7",3,"B",7,"succ",0,"wt","6","b",6.9925,0.108,0.032
"16479","B7",3,"B",7,"succ",0,"wt","6","b",7.2425,0.108,0.032
"16480","B7",3,"B",7,"succ",0,"wt","6","b",7.4925,0.107,0.031
"16481","B7",3,"B",7,"succ",0,"wt","6","b",7.7425,0.111,0.035
"16482","B7",3,"B",7,"succ",0,"wt","6","b",7.9925,0.11,0.034
"16483","B7",3,"B",7,"succ",0,"wt","6","b",8.2425,0.11,0.034
"16484","B7",3,"B",7,"succ",0,"wt","6","b",8.4925,0.113,0.037
"16485","B7",3,"B",7,"succ",0,"wt","6","b",8.7425,0.116,0.04
"16486","B7",3,"B",7,"succ",0,"wt","6","b",8.9925,0.122,0.046
"16487","B7",3,"B",7,"succ",0,"wt","6","b",9.2425,0.12,0.044
"16488","B7",3,"B",7,"succ",0,"wt","6","b",9.4925,0.129,0.053
"16489","B7",3,"B",7,"succ",0,"wt","6","b",9.7425,0.13,0.054
"16490","B7",3,"B",7,"succ",0,"wt","6","b",9.9925,0.132,0.056
"16491","B7",3,"B",7,"succ",0,"wt","6","b",10.2425,0.132,0.056
"16492","B7",3,"B",7,"succ",0,"wt","6","b",10.4925,0.132,0.056
"16493","B7",3,"B",7,"succ",0,"wt","6","b",10.7425,0.14,0.064
"16494","B7",3,"B",7,"succ",0,"wt","6","b",10.9925,0.144,0.068
"16495","B7",3,"B",7,"succ",0,"wt","6","b",11.2425,0.149,0.073
"16496","B7",3,"B",7,"succ",0,"wt","6","b",11.4925,0.159,0.083
"16497","B7",3,"B",7,"succ",0,"wt","6","b",11.7425,0.164,0.088
"16498","B7",3,"B",7,"succ",0,"wt","6","b",11.9925,0.165,0.089
"16499","B7",3,"B",7,"succ",0,"wt","6","b",12.2425,0.172,0.096
"16500","B7",3,"B",7,"succ",0,"wt","6","b",12.4925,0.177,0.101
"16501","B7",3,"B",7,"succ",0,"wt","6","b",12.7425,0.18,0.104
"16502","B7",3,"B",7,"succ",0,"wt","6","b",12.9925,0.184,0.108
"16503","B7",3,"B",7,"succ",0,"wt","6","b",13.2425,0.171,0.095
"16504","B7",3,"B",7,"succ",0,"wt","6","b",13.4925,0.186,0.11
"16505","B7",3,"B",7,"succ",0,"wt","6","b",13.7425,0.191,0.115
"16506","B7",3,"B",7,"succ",0,"wt","6","b",13.9925,0.215,0.139
"16507","B7",3,"B",7,"succ",0,"wt","6","b",14.2425,0.221,0.145
"16508","B7",3,"B",7,"succ",0,"wt","6","b",14.4925,0.196,0.12
"16509","B7",3,"B",7,"succ",0,"wt","6","b",14.7425,0.211,0.135
"16510","B7",3,"B",7,"succ",0,"wt","6","b",14.9925,0.202,0.126
"16511","B7",3,"B",7,"succ",0,"wt","6","b",15.2425,0.207,0.131
"16512","B7",3,"B",7,"succ",0,"wt","6","b",15.4925,0.214,0.138
"16513","B7",3,"B",7,"succ",0,"wt","6","b",15.7425,0.221,0.145
"16514","B7",3,"B",7,"succ",0,"wt","6","b",15.9925,0.231,0.155
"16515","B7",3,"B",7,"succ",0,"wt","6","b",16.2425,0.24,0.164
"16516","B7",3,"B",7,"succ",0,"wt","6","b",16.4925,0.251,0.175
"16517","B7",3,"B",7,"succ",0,"wt","6","b",16.7425,0.26,0.184
"16518","B7",3,"B",7,"succ",0,"wt","6","b",16.9925,0.272,0.196
"16519","B7",3,"B",7,"succ",0,"wt","6","b",17.2425,0.285,0.209
"16520","B7",3,"B",7,"succ",0,"wt","6","b",17.4925,0.304,0.228
"16521","B7",3,"B",7,"succ",0,"wt","6","b",17.7425,0.315,0.239
"16522","B7",3,"B",7,"succ",0,"wt","6","b",17.9925,0.328,0.252
"16523","B7",3,"B",7,"succ",0,"wt","6","b",18.2425,0.342,0.266
"16524","B7",3,"B",7,"succ",0,"wt","6","b",18.4925,0.357,0.281
"16525","B7",3,"B",7,"succ",0,"wt","6","b",18.7425,0.373,0.297
"16526","B7",3,"B",7,"succ",0,"wt","6","b",18.9925,0.389,0.313
"16527","B7",3,"B",7,"succ",0,"wt","6","b",19.2425,0.409,0.333
"16528","B7",3,"B",7,"succ",0,"wt","6","b",19.4925,0.428,0.352
"16529","B7",3,"B",7,"succ",0,"wt","6","b",19.7425,0.449,0.373
"16530","B7",3,"B",7,"succ",0,"wt","6","b",19.9925,0.473,0.397
"16531","B7",3,"B",7,"succ",0,"wt","6","b",20.2425,0.496,0.42
"16532","B7",3,"B",7,"succ",0,"wt","6","b",20.4925,0.52,0.444
"16533","B7",3,"B",7,"succ",0,"wt","6","b",20.7425,0.527,0.451
"16534","B7",3,"B",7,"succ",0,"wt","6","b",20.9925,0.518,0.442
"16535","B7",3,"B",7,"succ",0,"wt","6","b",21.2425,0.513,0.437
"16536","B7",3,"B",7,"succ",0,"wt","6","b",21.4925,0.509,0.433
"16537","B7",3,"B",7,"succ",0,"wt","6","b",21.7425,0.504,0.428
"16538","B7",3,"B",7,"succ",0,"wt","6","b",21.9925,0.5,0.424
"16539","B7",3,"B",7,"succ",0,"wt","6","b",22.2425,0.498,0.422
"16540","B7",3,"B",7,"succ",0,"wt","6","b",22.4925,0.494,0.418
"16541","B7",3,"B",7,"succ",0,"wt","6","b",22.7425,0.492,0.416
"16542","B7",3,"B",7,"succ",0,"wt","6","b",22.9925,0.49,0.414
"16543","B7",3,"B",7,"succ",0,"wt","6","b",23.2425,0.487,0.411
"16544","B7",3,"B",7,"succ",0,"wt","6","b",23.4925,0.486,0.41
"16545","B7",3,"B",7,"succ",0,"wt","6","b",23.7425,0.484,0.408
"16546","B7",3,"B",7,"succ",0,"wt","6","b",23.9925,0.483,0.407
"16547","B7",3,"B",7,"succ",0,"wt","6","b",24.2425,0.482,0.406
"16548","B7",3,"B",7,"succ",0,"wt","6","b",24.4925,0.48,0.404
"16549","B7",3,"B",7,"succ",0,"wt","6","b",24.7425,0.479,0.403
"16550","B7",3,"B",7,"succ",0,"wt","6","b",24.9925,0.479,0.403
"16551","B7",3,"B",7,"succ",0,"wt","6","b",25.2425,0.477,0.401
"16552","B7",3,"B",7,"succ",0,"wt","6","b",25.4925,0.476,0.4
"16553","B7",3,"B",7,"succ",0,"wt","6","b",25.7425,0.476,0.4
"16554","B7",3,"B",7,"succ",0,"wt","6","b",25.9925,0.475,0.399
"16555","B7",3,"B",7,"succ",0,"wt","6","b",26.2425,0.474,0.398
"16556","B7",3,"B",7,"succ",0,"wt","6","b",26.4925,0.473,0.397
"16557","B7",3,"B",7,"succ",0,"wt","6","b",26.7425,0.472,0.396
"16558","B7",3,"B",7,"succ",0,"wt","6","b",26.9925,0.472,0.396
"16559","B7",3,"B",7,"succ",0,"wt","6","b",27.2425,0.471,0.395
"16560","B7",3,"B",7,"succ",0,"wt","6","b",27.4925,0.47,0.394
"16561","B7",3,"B",7,"succ",0,"wt","6","b",27.7425,0.47,0.394
"16562","B7",3,"B",7,"succ",0,"wt","6","b",27.9925,0.469,0.393
"16563","B7",3,"B",7,"succ",0,"wt","6","b",28.2425,0.468,0.392
"16564","B7",3,"B",7,"succ",0,"wt","6","b",28.4925,0.467,0.391
"16565","B7",3,"B",7,"succ",0,"wt","6","b",28.7425,0.467,0.391
"16566","B7",3,"B",7,"succ",0,"wt","6","b",28.9925,0.467,0.391
"16567","B7",3,"B",7,"succ",0,"wt","6","b",29.2425,0.466,0.39
"16568","B7",3,"B",7,"succ",0,"wt","6","b",29.4925,0.465,0.389
"16569","B7",3,"B",7,"succ",0,"wt","6","b",29.7425,0.464,0.388
"16570","B7",3,"B",7,"succ",0,"wt","6","b",29.9925,0.463,0.387
"16571","B7",3,"B",7,"succ",0,"wt","6","b",30.2425,0.464,0.388
"16572","B7",3,"B",7,"succ",0,"wt","6","b",30.4925,0.462,0.386
"16573","B7",3,"B",7,"succ",0,"wt","6","b",30.7425,0.462,0.386
"16574","B7",3,"B",7,"succ",0,"wt","6","b",30.9925,0.461,0.385
"16575","B7",3,"B",7,"succ",0,"wt","6","b",31.2425,0.461,0.385
"16576","B7",3,"B",7,"succ",0,"wt","6","b",31.4925,0.461,0.385
"16577","B7",3,"B",7,"succ",0,"wt","6","b",31.7425,0.46,0.384
"16578","B7",3,"B",7,"succ",0,"wt","6","b",31.9925,0.46,0.384
"16579","B7",3,"B",7,"succ",0,"wt","6","b",32.2425,0.459,0.383
"16580","B7",3,"B",7,"succ",0,"wt","6","b",32.4925,0.459,0.383
"16581","B7",3,"B",7,"succ",0,"wt","6","b",32.7425,0.458,0.382
"16582","B7",3,"B",7,"succ",0,"wt","6","b",32.9925,0.457,0.381
"16583","B7",3,"B",7,"succ",0,"wt","6","b",33.2425,0.457,0.381
"16584","B7",3,"B",7,"succ",0,"wt","6","b",33.4925,0.457,0.381
"16585","B7",3,"B",7,"succ",0,"wt","6","b",33.7425,0.457,0.381
"16586","B7",3,"B",7,"succ",0,"wt","6","b",33.9925,0.457,0.381
"16587","B7",3,"B",7,"succ",0,"wt","6","b",34.2425,0.456,0.38
"16588","B7",3,"B",7,"succ",0,"wt","6","b",34.4925,0.456,0.38
"16589","B7",3,"B",7,"succ",0,"wt","6","b",34.7425,0.455,0.379
"16590","B7",3,"B",7,"succ",0,"wt","6","b",34.9925,0.455,0.379
"16591","B7",3,"B",7,"succ",0,"wt","6","b",35.2425,0.455,0.379
"16592","B7",3,"B",7,"succ",0,"wt","6","b",35.4925,0.454,0.378
"16593","B7",3,"B",7,"succ",0,"wt","6","b",35.7425,0.453,0.377
"16594","B7",3,"B",7,"succ",0,"wt","6","b",35.9925,0.453,0.377
"16595","B7",3,"B",7,"succ",0,"wt","6","b",36.2425,0.453,0.377
"16596","B7",3,"B",7,"succ",0,"wt","6","b",36.4925,0.452,0.376
"16597","B7",3,"B",7,"succ",0,"wt","6","b",36.7425,0.452,0.376
"16598","B7",3,"B",7,"succ",0,"wt","6","b",36.9925,0.452,0.376
"16599","B7",3,"B",7,"succ",0,"wt","6","b",37.2425,0.451,0.375
"16600","B7",3,"B",7,"succ",0,"wt","6","b",37.4925,0.451,0.375
"16601","B7",3,"B",7,"succ",0,"wt","6","b",37.7425,0.451,0.375
"16602","B7",3,"B",7,"succ",0,"wt","6","b",37.9925,0.451,0.375
"16603","B7",3,"B",7,"succ",0,"wt","6","b",38.2425,0.45,0.374
"16604","B7",3,"B",7,"succ",0,"wt","6","b",38.4925,0.45,0.374
"16605","B7",3,"B",7,"succ",0,"wt","6","b",38.7425,0.45,0.374
"16606","B7",3,"B",7,"succ",0,"wt","6","b",38.9925,0.449,0.373
"16607","B7",3,"B",7,"succ",0,"wt","6","b",39.2425,0.449,0.373
"16608","B7",3,"B",7,"succ",0,"wt","6","b",39.4925,0.448,0.372
"16609","B7",3,"B",7,"succ",0,"wt","6","b",39.7425,0.448,0.372
"16610","B7",3,"B",7,"succ",0,"wt","6","b",39.9925,0.448,0.372
"16611","B7",3,"B",7,"succ",0,"wt","6","b",40.2425,0.448,0.372
"16612","B7",3,"B",7,"succ",0,"wt","6","b",40.4925,0.447,0.371
"16613","B7",3,"B",7,"succ",0,"wt","6","b",40.7425,0.447,0.371
"16614","B7",3,"B",7,"succ",0,"wt","6","b",40.9925,0.447,0.371
"16615","B7",3,"B",7,"succ",0,"wt","6","b",41.2425,0.446,0.37
"16616","B7",3,"B",7,"succ",0,"wt","6","b",41.4925,0.446,0.37
"16617","B7",3,"B",7,"succ",0,"wt","6","b",41.7425,0.446,0.37
"16618","B7",3,"B",7,"succ",0,"wt","6","b",41.9925,0.446,0.37
"16619","B7",3,"B",7,"succ",0,"wt","6","b",42.2425,0.445,0.369
"16620","B7",3,"B",7,"succ",0,"wt","6","b",42.4925,0.445,0.369
"16621","B7",3,"B",7,"succ",0,"wt","6","b",42.7425,0.445,0.369
"16622","B7",3,"B",7,"succ",0,"wt","6","b",42.9925,0.445,0.369
"16623","B7",3,"B",7,"succ",0,"wt","6","b",43.2425,0.444,0.368
"16624","B7",3,"B",7,"succ",0,"wt","6","b",43.4925,0.444,0.368
"16625","B7",3,"B",7,"succ",0,"wt","6","b",43.7425,0.444,0.368
"16626","B8",3,"B",8,"succ",1,"blank","blank","blank",0.2425,0.086,0.00999999999999999
"16627","B8",3,"B",8,"succ",1,"blank","blank","blank",0.4925,0.086,0.00999999999999999
"16628","B8",3,"B",8,"succ",1,"blank","blank","blank",0.7425,0.086,0.00999999999999999
"16629","B8",3,"B",8,"succ",1,"blank","blank","blank",0.9925,0.086,0.00999999999999999
"16630","B8",3,"B",8,"succ",1,"blank","blank","blank",1.2425,0.086,0.00999999999999999
"16631","B8",3,"B",8,"succ",1,"blank","blank","blank",1.4925,0.086,0.00999999999999999
"16632","B8",3,"B",8,"succ",1,"blank","blank","blank",1.7425,0.086,0.00999999999999999
"16633","B8",3,"B",8,"succ",1,"blank","blank","blank",1.9925,0.086,0.00999999999999999
"16634","B8",3,"B",8,"succ",1,"blank","blank","blank",2.2425,0.086,0.00999999999999999
"16635","B8",3,"B",8,"succ",1,"blank","blank","blank",2.4925,0.086,0.00999999999999999
"16636","B8",3,"B",8,"succ",1,"blank","blank","blank",2.7425,0.086,0.00999999999999999
"16637","B8",3,"B",8,"succ",1,"blank","blank","blank",2.9925,0.086,0.00999999999999999
"16638","B8",3,"B",8,"succ",1,"blank","blank","blank",3.2425,0.086,0.00999999999999999
"16639","B8",3,"B",8,"succ",1,"blank","blank","blank",3.4925,0.086,0.00999999999999999
"16640","B8",3,"B",8,"succ",1,"blank","blank","blank",3.7425,0.086,0.00999999999999999
"16641","B8",3,"B",8,"succ",1,"blank","blank","blank",3.9925,0.086,0.00999999999999999
"16642","B8",3,"B",8,"succ",1,"blank","blank","blank",4.2425,0.086,0.00999999999999999
"16643","B8",3,"B",8,"succ",1,"blank","blank","blank",4.4925,0.086,0.00999999999999999
"16644","B8",3,"B",8,"succ",1,"blank","blank","blank",4.7425,0.086,0.00999999999999999
"16645","B8",3,"B",8,"succ",1,"blank","blank","blank",4.9925,0.086,0.00999999999999999
"16646","B8",3,"B",8,"succ",1,"blank","blank","blank",5.2425,0.086,0.00999999999999999
"16647","B8",3,"B",8,"succ",1,"blank","blank","blank",5.4925,0.086,0.00999999999999999
"16648","B8",3,"B",8,"succ",1,"blank","blank","blank",5.7425,0.086,0.00999999999999999
"16649","B8",3,"B",8,"succ",1,"blank","blank","blank",5.9925,0.086,0.00999999999999999
"16650","B8",3,"B",8,"succ",1,"blank","blank","blank",6.2425,0.086,0.00999999999999999
"16651","B8",3,"B",8,"succ",1,"blank","blank","blank",6.4925,0.086,0.00999999999999999
"16652","B8",3,"B",8,"succ",1,"blank","blank","blank",6.7425,0.086,0.00999999999999999
"16653","B8",3,"B",8,"succ",1,"blank","blank","blank",6.9925,0.086,0.00999999999999999
"16654","B8",3,"B",8,"succ",1,"blank","blank","blank",7.2425,0.086,0.00999999999999999
"16655","B8",3,"B",8,"succ",1,"blank","blank","blank",7.4925,0.086,0.00999999999999999
"16656","B8",3,"B",8,"succ",1,"blank","blank","blank",7.7425,0.086,0.00999999999999999
"16657","B8",3,"B",8,"succ",1,"blank","blank","blank",7.9925,0.086,0.00999999999999999
"16658","B8",3,"B",8,"succ",1,"blank","blank","blank",8.2425,0.086,0.00999999999999999
"16659","B8",3,"B",8,"succ",1,"blank","blank","blank",8.4925,0.086,0.00999999999999999
"16660","B8",3,"B",8,"succ",1,"blank","blank","blank",8.7425,0.086,0.00999999999999999
"16661","B8",3,"B",8,"succ",1,"blank","blank","blank",8.9925,0.086,0.00999999999999999
"16662","B8",3,"B",8,"succ",1,"blank","blank","blank",9.2425,0.086,0.00999999999999999
"16663","B8",3,"B",8,"succ",1,"blank","blank","blank",9.4925,0.086,0.00999999999999999
"16664","B8",3,"B",8,"succ",1,"blank","blank","blank",9.7425,0.086,0.00999999999999999
"16665","B8",3,"B",8,"succ",1,"blank","blank","blank",9.9925,0.086,0.00999999999999999
"16666","B8",3,"B",8,"succ",1,"blank","blank","blank",10.2425,0.086,0.00999999999999999
"16667","B8",3,"B",8,"succ",1,"blank","blank","blank",10.4925,0.086,0.00999999999999999
"16668","B8",3,"B",8,"succ",1,"blank","blank","blank",10.7425,0.086,0.00999999999999999
"16669","B8",3,"B",8,"succ",1,"blank","blank","blank",10.9925,0.086,0.00999999999999999
"16670","B8",3,"B",8,"succ",1,"blank","blank","blank",11.2425,0.086,0.00999999999999999
"16671","B8",3,"B",8,"succ",1,"blank","blank","blank",11.4925,0.086,0.00999999999999999
"16672","B8",3,"B",8,"succ",1,"blank","blank","blank",11.7425,0.086,0.00999999999999999
"16673","B8",3,"B",8,"succ",1,"blank","blank","blank",11.9925,0.086,0.00999999999999999
"16674","B8",3,"B",8,"succ",1,"blank","blank","blank",12.2425,0.086,0.00999999999999999
"16675","B8",3,"B",8,"succ",1,"blank","blank","blank",12.4925,0.086,0.00999999999999999
"16676","B8",3,"B",8,"succ",1,"blank","blank","blank",12.7425,0.086,0.00999999999999999
"16677","B8",3,"B",8,"succ",1,"blank","blank","blank",12.9925,0.086,0.00999999999999999
"16678","B8",3,"B",8,"succ",1,"blank","blank","blank",13.2425,0.086,0.00999999999999999
"16679","B8",3,"B",8,"succ",1,"blank","blank","blank",13.4925,0.087,0.011
"16680","B8",3,"B",8,"succ",1,"blank","blank","blank",13.7425,0.087,0.011
"16681","B8",3,"B",8,"succ",1,"blank","blank","blank",13.9925,0.087,0.011
"16682","B8",3,"B",8,"succ",1,"blank","blank","blank",14.2425,0.087,0.011
"16683","B8",3,"B",8,"succ",1,"blank","blank","blank",14.4925,0.087,0.011
"16684","B8",3,"B",8,"succ",1,"blank","blank","blank",14.7425,0.087,0.011
"16685","B8",3,"B",8,"succ",1,"blank","blank","blank",14.9925,0.087,0.011
"16686","B8",3,"B",8,"succ",1,"blank","blank","blank",15.2425,0.087,0.011
"16687","B8",3,"B",8,"succ",1,"blank","blank","blank",15.4925,0.087,0.011
"16688","B8",3,"B",8,"succ",1,"blank","blank","blank",15.7425,0.087,0.011
"16689","B8",3,"B",8,"succ",1,"blank","blank","blank",15.9925,0.087,0.011
"16690","B8",3,"B",8,"succ",1,"blank","blank","blank",16.2425,0.087,0.011
"16691","B8",3,"B",8,"succ",1,"blank","blank","blank",16.4925,0.087,0.011
"16692","B8",3,"B",8,"succ",1,"blank","blank","blank",16.7425,0.087,0.011
"16693","B8",3,"B",8,"succ",1,"blank","blank","blank",16.9925,0.087,0.011
"16694","B8",3,"B",8,"succ",1,"blank","blank","blank",17.2425,0.087,0.011
"16695","B8",3,"B",8,"succ",1,"blank","blank","blank",17.4925,0.087,0.011
"16696","B8",3,"B",8,"succ",1,"blank","blank","blank",17.7425,0.087,0.011
"16697","B8",3,"B",8,"succ",1,"blank","blank","blank",17.9925,0.087,0.011
"16698","B8",3,"B",8,"succ",1,"blank","blank","blank",18.2425,0.087,0.011
"16699","B8",3,"B",8,"succ",1,"blank","blank","blank",18.4925,0.087,0.011
"16700","B8",3,"B",8,"succ",1,"blank","blank","blank",18.7425,0.087,0.011
"16701","B8",3,"B",8,"succ",1,"blank","blank","blank",18.9925,0.087,0.011
"16702","B8",3,"B",8,"succ",1,"blank","blank","blank",19.2425,0.087,0.011
"16703","B8",3,"B",8,"succ",1,"blank","blank","blank",19.4925,0.087,0.011
"16704","B8",3,"B",8,"succ",1,"blank","blank","blank",19.7425,0.087,0.011
"16705","B8",3,"B",8,"succ",1,"blank","blank","blank",19.9925,0.087,0.011
"16706","B8",3,"B",8,"succ",1,"blank","blank","blank",20.2425,0.087,0.011
"16707","B8",3,"B",8,"succ",1,"blank","blank","blank",20.4925,0.087,0.011
"16708","B8",3,"B",8,"succ",1,"blank","blank","blank",20.7425,0.087,0.011
"16709","B8",3,"B",8,"succ",1,"blank","blank","blank",20.9925,0.087,0.011
